 name,type,value,date
奥克拉荷马,洲,408963,2021/3/4
奥克拉荷马,洲,409728,2021/3/5
奥克拉荷马,洲,410778,2021/3/6
奥克拉荷马,洲,410778,2021/3/7
北达科他州,洲,121,2020/4/12
北达科他州,洲,127,2020/4/13
北达科他州,洲,138,2020/4/14
北达科他州,洲,142,2020/4/15
北达科他州,洲,163,2020/4/16
北达科他州,洲,172,2020/4/17
北达科他州,洲,183,2020/4/18
北达科他州,洲,189,2020/4/19
北达科他州,洲,189,2020/4/20
北达科他州,洲,214,2020/4/21
北达科他州,洲,229,2020/4/22
北达科他州,洲,269,2020/4/24
北达科他州,洲,285,2020/4/25
北达科他州,洲,310,2020/4/26
北达科他州,洲,326,2020/4/27
北达科他州,洲,350,2020/4/28
北达科他州,洲,409,2020/4/29
北达科他州,洲,437,2020/4/30
北达科他州,洲,458,2020/5/1
北达科他州,洲,482,2020/5/2
北达科他州,洲,510,2020/5/3
北达科他州,洲,517,2020/5/4
北达科他州,洲,540,2020/5/5
北达科他州,洲,559,2020/5/6
北达科他州,洲,582,2020/5/7
北达科他州,洲,601,2020/5/8
北达科他州,洲,714,2020/5/9
北达科他州,洲,762,2020/5/10
北达科他州,洲,792,2020/5/11
北达科他州,洲,846,2020/5/12
北达科他州,洲,877,2020/5/13
北达科他州,洲,969,2020/5/14
北达科他州,洲,1007,2020/5/15
北达科他州,洲,1071,2020/5/16
北达科他州,洲,1111,2020/5/17
北达科他州,洲,1178,2020/5/18
北达科他州,洲,1219,2020/5/19
北达科他州,洲,1269,2020/5/20
北达科他州,洲,1302,2020/5/21
北达科他州,洲,1340,2020/5/22
北达科他州,洲,1405,2020/5/23
北达科他州,洲,1451,2020/5/24
北达科他州,洲,1496,2020/5/25
北达科他州,洲,1551,2020/5/26
北达科他州,洲,1701,2020/5/27
北达科他州,洲,1762,2020/5/28
北达科他州,洲,1793,2020/5/29
北达科他州,洲,1882,2020/5/30
北达科他州,洲,1943,2020/5/31
北达科他州,洲,1959,2020/6/1
北达科他州,洲,2078,2020/6/2
北达科他州,洲,2127,2020/6/3
北达科他州,洲,2169,2020/6/4
北达科他州,洲,2209,2020/6/5
北达科他州,洲,2242,2020/6/6
北达科他州,洲,2268,2020/6/7
北达科他州,洲,2307,2020/6/8
北达科他州,洲,2336,2020/6/9
北达科他州,洲,2450,2020/6/10
北达科他州,洲,2482,2020/6/11
北达科他州,洲,2515,2020/6/12
北达科他州,洲,2573,2020/6/13
北达科他州,洲,2630,2020/6/14
北达科他州,洲,2658,2020/6/15
北达科他州,洲,2683,2020/6/16
北达科他州,洲,2720,2020/6/17
北达科他州,洲,2756,2020/6/18
北达科他州,洲,2809,2020/6/19
北达科他州,洲,2840,2020/6/20
北达科他州,洲,2882,2020/6/21
北达科他州,洲,2910,2020/6/22
北达科他州,洲,2952,2020/6/23
北达科他州,洲,3008,2020/6/24
北达科他州,洲,3044,2020/6/25
北达科他州,洲,3064,2020/6/26
北达科他州,洲,3090,2020/6/27
北达科他州,洲,3119,2020/6/28
北达科他州,洲,3139,2020/6/29
北达科他州,洲,3163,2020/6/30
北达科他州,洲,3195,2020/7/1
北达科他州,洲,3210,2020/7/2
北达科他州,洲,3235,2020/7/3
北达科他州,洲,3266,2020/7/4
北达科他州,洲,3288,2020/7/5
北达科他州,洲,3324,2020/7/6
北达科他州,洲,3350,2020/7/7
北达科他州,洲,3413,2020/7/8
北达科他州,洲,3447,2020/7/9
北达科他州,洲,3464,2020/7/10
北达科他州,洲,3496,2020/7/11
北达科他州,洲,3533,2020/7/12
北达科他州,洲,3570,2020/7/13
北达科他州,洲,3653,2020/7/14
北达科他州,洲,3685,2020/7/15
北达科他州,洲,3760,2020/7/16
北达科他州,洲,3796,2020/7/17
北达科他州,洲,3903,2020/7/18
北达科他州,洲,4029,2020/7/19
北达科他州,洲,4131,2020/7/20
北达科他州,洲,4219,2020/7/21
北达科他州,洲,4319,2020/7/22
北达科他州,洲,4407,2020/7/23
北达科他州,洲,4475,2020/7/24
北达科他州,洲,4545,2020/7/25
北达科他州,洲,4671,2020/7/26
北达科他州,洲,4752,2020/7/27
北达科他州,洲,4829,2020/7/28
北达科他州,洲,4957,2020/7/29
北达科他州,洲,5087,2020/7/30
北达科他州,洲,5181,2020/7/31
北达科他州,洲,5289,2020/8/1
北达科他州,洲,5396,2020/8/2
北达科他州,洲,5396,2020/8/3
北达科他州,洲,5590,2020/8/4
北达科他州,洲,5715,2020/8/5
北达科他州,洲,5837,2020/8/6
北达科他州,洲,5949,2020/8/7
北达科他州,洲,6164,2020/8/8
北达科他州,洲,6268,2020/8/9
北达科他州,洲,6355,2020/8/10
北达科他州,洲,6434,2020/8/11
北达科他州,洲,6668,2020/8/12
北达科他州,洲,6815,2020/8/13
北达科他州,洲,6953,2020/8/14
北达科他州,洲,7066,2020/8/15
北达科他州,洲,7161,2020/8/16
北达科他州,洲,7249,2020/8/17
北达科他州,洲,7343,2020/8/18
北达科他州,洲,7485,2020/8/19
北达科他州,洲,7629,2020/8/20
北达科他州,洲,7718,2020/8/21
北达科他州,洲,7841,2020/8/22
北达科他州,洲,7968,2020/8/23
北达科他州,洲,8064,2020/8/24
北达科他州,洲,8206,2020/8/25
北达科他州,洲,8410,2020/8/26
北达科他州,洲,8545,2020/8/27
北达科他州,洲,8666,2020/8/28
北达科他州,洲,8808,2020/8/29
北达科他州,洲,9018,2020/8/30
北达科他州,洲,9079,2020/8/31
北达科他州,洲,9295,2020/9/1
北达科他州,洲,9610,2020/9/2
北达科他州,洲,9834,2020/9/3
北达科他州,洲,10051,2020/9/4
北达科他州,洲,10310,2020/9/5
北达科他州,洲,10640,2020/9/6
北达科他州,洲,10821,2020/9/7
北达科他州,洲,11080,2020/9/8
北达科他州,洲,11452,2020/9/9
北达科他州,洲,11733,2020/9/10
北达科他州,洲,11930,2020/9/11
北达科他州,洲,12177,2020/9/12
北达科他州,洲,12450,2020/9/13
北达科他州,洲,12655,2020/9/14
北达科他州,洲,12903,2020/9/15
北达科他州,洲,13328,2020/9/16
北达科他州,洲,13628,2020/9/17
北达科他州,洲,13828,2020/9/18
北达科他州,洲,14060,2020/9/19
北达科他州,洲,14319,2020/9/20
北达科他州,洲,14558,2020/9/21
北达科他州,洲,14841,2020/9/22
北达科他州,洲,15220,2020/9/23
北达科他州,洲,15476,2020/9/24
北达科他州,洲,15757,2020/9/25
北达科他州,洲,16104,2020/9/26
北达科他州,洲,16481,2020/9/27
北达科他州,洲,16727,2020/9/28
北达科他州,洲,17080,2020/9/29
北达科他州,洲,17511,2020/9/30
北达科他州,洲,17938,2020/10/1
北达科他州,洲,18272,2020/10/2
北达科他州,洲,18691,2020/10/3
北达科他州,洲,19079,2020/10/4
北达科他州,洲,19497,2020/10/5
北达科他州,洲,19892,2020/10/6
北达科他州,洲,20392,2020/10/7
北达科他州,洲,20847,2020/10/8
北达科他州,洲,21242,2020/10/9
北达科他州,洲,21755,2020/10/10
北达科他州,洲,22123,2020/10/11
北达科他州,洲,22500,2020/10/12
北达科他州,洲,22846,2020/10/13
北达科他州,洲,23288,2020/10/14
北达科他州,洲,23823,2020/10/15
北达科他州,洲,24336,2020/10/16
北达科他州,洲,24882,2020/10/17
北达科他州,洲,25492,2020/10/18
北达科他州,洲,25922,2020/10/19
北达科他州,洲,26392,2020/10/20
北达科他州,洲,27222,2020/10/21
北达科他州,洲,27769,2020/10/22
北达科他州,洲,28271,2020/10/23
北达科他州,洲,29136,2020/10/24
北达科他州,洲,30116,2020/10/25
北达科他州,洲,30757,2020/10/26
北达科他州,洲,31334,2020/10/27
北达科他州,洲,32339,2020/10/28
北达科他州,洲,33172,2020/10/29
北达科他州,洲,33860,2020/10/30
北达科他州,洲,34696,2020/10/31
北达科他州,洲,35533,2020/11/1
北达科他州,洲,36142,2020/11/2
北达科他州,洲,37035,2020/11/3
北达科他州,洲,38236,2020/11/4
北达科他州,洲,39163,2020/11/5
北达科他州,洲,40017,2020/11/6
北达科他州,洲,41175,2020/11/7
北达科他州,洲,42251,2020/11/8
北达科他州,洲,43103,2020/11/9
北达科他州,洲,43949,2020/11/10
北达科他州,洲,43949,2020/11/11
北达科他州,洲,45031,2020/11/12
北达科他州,洲,48055,2020/11/13
北达科他州,洲,49409,2020/11/14
北达科他州,洲,50835,2020/11/15
北达科他州,洲,51936,2020/11/16
北达科他州,洲,53242,2020/11/17
北达科他州,洲,55176,2020/11/18
北达科他州,洲,56468,2020/11/19
北达科他州,洲,57686,2020/11/20
北达科他州,洲,59283,2020/11/21
北达科他州,洲,60640,2020/11/22
北达科他州,洲,61599,2020/11/23
北达科他州,洲,62697,2020/11/24
北达科他州,洲,64611,2020/11/25
北达科他州,洲,65976,2020/11/26
北达科他州,洲,67200,2020/11/27
北达科他州,洲,68105,2020/11/28
北达科他州,洲,69669,2020/11/29
北达科他州,洲,70901,2020/11/30
北达科他州,洲,71848,2020/12/1
北达科他州,洲,73015,2020/12/2
北达科他州,洲,73933,2020/12/3
北达科他州,洲,74667,2020/12/4
北达科他州,洲,75653,2020/12/5
北达科他州,洲,76476,2020/12/6
北达科他州,洲,76999,2020/12/7
北达科他州,洲,77562,2020/12/8
北达科他州,洲,77562,2020/12/9
北达科他州,洲,80515,2020/12/10
北达科他州,洲,81008,2020/12/11
北达科他州,洲,81678,2020/12/12
北达科他州,洲,82360,2020/12/13
北达科他州,洲,82935,2020/12/14
北达科他州,洲,83318,2020/12/15
北达科他州,洲,83995,2020/12/16
北达科他州,洲,84535,2020/12/17
北达科他州,洲,84875,2020/12/18
北达科他州,洲,85271,2020/12/19
北达科他州,洲,85672,2020/12/20
北达科他州,洲,86013,2020/12/21
北达科他州,洲,86233,2020/12/22
北达科他州,洲,86776,2020/12/23
北达科他州,洲,87091,2020/12/24
北达科他州,洲,87367,2020/12/25
北达科他州,洲,87367,2020/12/26
北达科他州,洲,87762,2020/12/27
北达科他州,洲,88177,2020/12/28
北达科他州,洲,88411,2020/12/29
北达科他州,洲,88854,2020/12/30
北达科他州,洲,89099,2020/12/31
北达科他州,洲,89314,2021/1/1
北达科他州,洲,89314,2021/1/2
北达科他州,洲,89582,2021/1/3
北达科他州,洲,89879,2021/1/4
北达科他州,洲,90013,2021/1/5
北达科他州,洲,90281,2021/1/6
北达科他州,洲,90511,2021/1/7
北达科他州,洲,90726,2021/1/8
北达科他州,洲,90964,2021/1/9
北达科他州,洲,91222,2021/1/10
北达科他州,洲,91465,2021/1/11
北达科他州,洲,91597,2021/1/12
北达科他州,洲,91850,2021/1/13
北达科他州,洲,92029,2021/1/14
北达科他州,洲,92249,2021/1/15
北达科他州,洲,92551,2021/1/16
北达科他州,洲,92820,2021/1/17
北达科他州,洲,93020,2021/1/18
北达科他州,洲,93173,2021/1/19
北达科他州,洲,93451,2021/1/20
北达科他州,洲,93658,2021/1/21
北达科他州,洲,93801,2021/1/22
北达科他州,洲,93980,2021/1/23
北达科他州,洲,94148,2021/1/24
北达科他州,洲,94309,2021/1/25
北达科他州,洲,94381,2021/1/26
北达科他州,洲,94584,2021/1/27
北达科他州,洲,94728,2021/1/28
北达科他州,洲,94837,2021/1/29
北达科他州,洲,94966,2021/1/30
北达科他州,洲,95108,2021/1/31
北达科他州,洲,95227,2021/2/1
北达科他州,洲,95308,2021/2/2
北达科他州,洲,95491,2021/2/3
北达科他州,洲,95601,2021/2/4
北达科他州,洲,95691,2021/2/5
北达科他州,洲,95777,2021/2/6
北达科他州,洲,95834,2021/2/7
北达科他州,洲,95946,2021/2/8
北达科他州,洲,95991,2021/2/9
北达科他州,洲,96014,2021/2/10
北达科他州,洲,96026,2021/2/11
北达科他州,洲,96127,2021/2/12
北达科他州,洲,96234,2021/2/13
北达科他州,洲,96305,2021/2/14
北达科他州,洲,96404,2021/2/15
北达科他州,洲,96445,2021/2/16
北达科他州,洲,96564,2021/2/17
北达科他州,洲,96673,2021/2/18
北达科他州,洲,96763,2021/2/19
北达科他州,洲,96864,2021/2/20
北达科他州,洲,97002,2021/2/21
北达科他州,洲,97114,2021/2/22
北达科他州,洲,97164,2021/2/23
北达科他州,洲,97286,2021/2/24
北达科他州,洲,97389,2021/2/25
北达科他州,洲,97474,2021/2/26
北达科他州,洲,97562,2021/2/27
北达科他州,洲,97678,2021/2/28
北达科他州,洲,97759,2021/3/1
北达科他州,洲,97836,2021/3/2
北达科他州,洲,97934,2021/3/3
北达科他州,洲,98014,2021/3/4
北达科他州,洲,98071,2021/3/5
北达科他州,洲,98164,2021/3/6
北达科他州,洲,98164,2021/3/7
北卡罗来纳州,洲,0,2020/5/1
北卡罗来纳州,洲,0,2020/5/2
北卡罗来纳州,洲,0,2020/5/3
北卡罗来纳州,洲,0,2020/5/4
北卡罗来纳州,洲,0,2020/5/5
北卡罗来纳州,洲,9115,2020/5/12
北卡罗来纳州,洲,9115,2020/5/13
北卡罗来纳州,洲,9115,2020/5/14
北卡罗来纳州,洲,9115,2020/5/15
北卡罗来纳州,洲,9115,2020/5/16
北卡罗来纳州,洲,9115,2020/5/17
北卡罗来纳州,洲,9115,2020/5/18
北卡罗来纳州,洲,11637,2020/5/19
北卡罗来纳州,洲,11637,2020/5/20
北卡罗来纳州,洲,11637,2020/5/21
北卡罗来纳州,洲,11637,2020/5/22
北卡罗来纳州,洲,11637,2020/5/23
北卡罗来纳州,洲,11637,2020/5/24
北卡罗来纳州,洲,11637,2020/5/25
北卡罗来纳州,洲,14954,2020/5/26
北卡罗来纳州,洲,14954,2020/5/27
北卡罗来纳州,洲,14954,2020/5/28
北卡罗来纳州,洲,14954,2020/5/29
北卡罗来纳州,洲,14954,2020/5/30
北卡罗来纳州,洲,14954,2020/5/31
北卡罗来纳州,洲,14954,2020/6/1
北卡罗来纳州,洲,18860,2020/6/2
北卡罗来纳州,洲,18860,2020/6/3
北卡罗来纳州,洲,18860,2020/6/4
北卡罗来纳州,洲,18860,2020/6/5
北卡罗来纳州,洲,18860,2020/6/6
北卡罗来纳州,洲,18860,2020/6/7
北卡罗来纳州,洲,18860,2020/6/8
北卡罗来纳州,洲,23653,2020/6/9
北卡罗来纳州,洲,23653,2020/6/10
北卡罗来纳州,洲,23653,2020/6/11
北卡罗来纳州,洲,23653,2020/6/12
北卡罗来纳州,洲,23653,2020/6/13
北卡罗来纳州,洲,23653,2020/6/14
北卡罗来纳州,洲,23653,2020/6/15
北卡罗来纳州,洲,29219,2020/6/16
北卡罗来纳州,洲,29219,2020/6/17
北卡罗来纳州,洲,29219,2020/6/18
北卡罗来纳州,洲,29219,2020/6/19
北卡罗来纳州,洲,29219,2020/6/20
北卡罗来纳州,洲,29219,2020/6/21
北卡罗来纳州,洲,29219,2020/6/22
北卡罗来纳州,洲,36921,2020/6/23
北卡罗来纳州,洲,36921,2020/6/24
北卡罗来纳州,洲,36921,2020/6/25
北卡罗来纳州,洲,36921,2020/6/26
北卡罗来纳州,洲,36921,2020/6/27
北卡罗来纳州,洲,36921,2020/6/28
北卡罗来纳州,洲,36921,2020/6/29
北卡罗来纳州,洲,45538,2020/6/30
北卡罗来纳州,洲,45538,2020/7/1
北卡罗来纳州,洲,45538,2020/7/2
北卡罗来纳州,洲,45538,2020/7/3
北卡罗来纳州,洲,45538,2020/7/4
北卡罗来纳州,洲,45538,2020/7/5
北卡罗来纳州,洲,45538,2020/7/6
北卡罗来纳州,洲,55318,2020/7/7
北卡罗来纳州,洲,55318,2020/7/8
北卡罗来纳州,洲,55318,2020/7/9
北卡罗来纳州,洲,55318,2020/7/10
北卡罗来纳州,洲,55318,2020/7/11
北卡罗来纳州,洲,55318,2020/7/12
北卡罗来纳州,洲,55318,2020/7/13
北卡罗来纳州,洲,67124,2020/7/14
北卡罗来纳州,洲,67124,2020/7/15
北卡罗来纳州,洲,67124,2020/7/16
北卡罗来纳州,洲,67124,2020/7/17
北卡罗来纳州,洲,67124,2020/7/18
北卡罗来纳州,洲,67124,2020/7/19
北卡罗来纳州,洲,67124,2020/7/20
北卡罗来纳州,洲,78707,2020/7/21
北卡罗来纳州,洲,78707,2020/7/22
北卡罗来纳州,洲,78707,2020/7/23
北卡罗来纳州,洲,78707,2020/7/24
北卡罗来纳州,洲,78707,2020/7/25
北卡罗来纳州,洲,78707,2020/7/26
北卡罗来纳州,洲,78707,2020/7/27
北卡罗来纳州,洲,92302,2020/7/28
北卡罗来纳州,洲,92302,2020/7/29
北卡罗来纳州,洲,92302,2020/7/30
北卡罗来纳州,洲,92302,2020/7/31
北卡罗来纳州,洲,92302,2020/8/1
北卡罗来纳州,洲,92302,2020/8/2
北卡罗来纳州,洲,92302,2020/8/3
北卡罗来纳州,洲,105093,2020/8/4
北卡罗来纳州,洲,105093,2020/8/5
北卡罗来纳州,洲,105093,2020/8/6
北卡罗来纳州,洲,105093,2020/8/7
北卡罗来纳州,洲,105093,2020/8/8
北卡罗来纳州,洲,105093,2020/8/9
北卡罗来纳州,洲,105093,2020/8/10
北卡罗来纳州,洲,105093,2020/8/11
北卡罗来纳州,洲,116969,2020/8/12
北卡罗来纳州,洲,116969,2020/8/13
北卡罗来纳州,洲,116969,2020/8/14
北卡罗来纳州,洲,116969,2020/8/15
北卡罗来纳州,洲,116969,2020/8/16
北卡罗来纳州,洲,116969,2020/8/17
北卡罗来纳州,洲,127749,2020/8/18
北卡罗来纳州,洲,127749,2020/8/19
北卡罗来纳州,洲,127749,2020/8/20
北卡罗来纳州,洲,127749,2020/8/21
北卡罗来纳州,洲,127749,2020/8/22
北卡罗来纳州,洲,127749,2020/8/23
北卡罗来纳州,洲,127749,2020/8/24
北卡罗来纳州,洲,136630,2020/8/25
北卡罗来纳州,洲,136630,2020/8/26
北卡罗来纳州,洲,136630,2020/8/27
北卡罗来纳州,洲,136630,2020/8/28
北卡罗来纳州,洲,136630,2020/8/29
北卡罗来纳州,洲,136630,2020/8/30
北卡罗来纳州,洲,136630,2020/8/31
北卡罗来纳州,洲,145884,2020/9/1
北卡罗来纳州,洲,145884,2020/9/2
北卡罗来纳州,洲,145884,2020/9/3
北卡罗来纳州,洲,145884,2020/9/4
北卡罗来纳州,洲,145884,2020/9/5
北卡罗来纳州,洲,145884,2020/9/6
北卡罗来纳州,洲,145884,2020/9/7
北卡罗来纳州,洲,156652,2020/9/8
北卡罗来纳州,洲,156652,2020/9/9
北卡罗来纳州,洲,156652,2020/9/10
北卡罗来纳州,洲,156652,2020/9/11
北卡罗来纳州,洲,156652,2020/9/12
北卡罗来纳州,洲,156652,2020/9/13
北卡罗来纳州,洲,156652,2020/9/14
北卡罗来纳州,洲,167257,2020/9/15
北卡罗来纳州,洲,167257,2020/9/16
北卡罗来纳州,洲,167257,2020/9/17
北卡罗来纳州,洲,167257,2020/9/18
北卡罗来纳州,洲,167257,2020/9/19
北卡罗来纳州,洲,167257,2020/9/20
北卡罗来纳州,洲,167257,2020/9/21
北卡罗来纳州,洲,176422,2020/9/22
北卡罗来纳州,洲,176422,2020/9/23
北卡罗来纳州,洲,176422,2020/9/24
北卡罗来纳州,洲,176422,2020/9/25
北卡罗来纳州,洲,176422,2020/9/26
北卡罗来纳州,洲,176422,2020/9/27
北卡罗来纳州,洲,176422,2020/9/28
北卡罗来纳州,洲,184422,2020/9/29
北卡罗来纳州,洲,184422,2020/9/30
北卡罗来纳州,洲,184422,2020/10/1
北卡罗来纳州,洲,184422,2020/10/2
北卡罗来纳州,洲,184422,2020/10/3
北卡罗来纳州,洲,184422,2020/10/4
北卡罗来纳州,洲,184422,2020/10/5
北卡罗来纳州,洲,192644,2020/10/6
北卡罗来纳州,洲,192644,2020/10/7
北卡罗来纳州,洲,192644,2020/10/8
北卡罗来纳州,洲,192644,2020/10/9
北卡罗来纳州,洲,192644,2020/10/10
北卡罗来纳州,洲,192644,2020/10/11
北卡罗来纳州,洲,192644,2020/10/12
北卡罗来纳州,洲,206471,2020/10/13
北卡罗来纳州,洲,206471,2020/10/14
北卡罗来纳州,洲,206471,2020/10/15
北卡罗来纳州,洲,206471,2020/10/16
北卡罗来纳州,洲,206471,2020/10/17
北卡罗来纳州,洲,206471,2020/10/18
北卡罗来纳州,洲,206471,2020/10/19
北卡罗来纳州,洲,218541,2020/10/20
北卡罗来纳州,洲,218541,2020/10/21
北卡罗来纳州,洲,218541,2020/10/22
北卡罗来纳州,洲,218541,2020/10/23
北卡罗来纳州,洲,218541,2020/10/24
北卡罗来纳州,洲,218541,2020/10/25
北卡罗来纳州,洲,218541,2020/10/26
北卡罗来纳州,洲,231611,2020/10/27
北卡罗来纳州,洲,231611,2020/10/28
北卡罗来纳州,洲,231611,2020/10/29
北卡罗来纳州,洲,231611,2020/10/30
北卡罗来纳州,洲,231611,2020/10/31
北卡罗来纳州,洲,231611,2020/11/1
北卡罗来纳州,洲,231611,2020/11/2
北卡罗来纳州,洲,246318,2020/11/3
北卡罗来纳州,洲,246318,2020/11/4
北卡罗来纳州,洲,246318,2020/11/5
北卡罗来纳州,洲,246318,2020/11/6
北卡罗来纳州,洲,246318,2020/11/7
北卡罗来纳州,洲,246318,2020/11/8
北卡罗来纳州,洲,246318,2020/11/9
北卡罗来纳州,洲,261719,2020/11/10
北卡罗来纳州,洲,261719,2020/11/11
北卡罗来纳州,洲,261719,2020/11/12
北卡罗来纳州,洲,261719,2020/11/13
北卡罗来纳州,洲,261719,2020/11/14
北卡罗来纳州,洲,261719,2020/11/15
北卡罗来纳州,洲,261719,2020/11/16
北卡罗来纳州,洲,276132,2020/11/17
北卡罗来纳州,洲,276132,2020/11/18
北卡罗来纳州,洲,276132,2020/11/19
北卡罗来纳州,洲,276132,2020/11/20
北卡罗来纳州,洲,276132,2020/11/21
北卡罗来纳州,洲,276132,2020/11/22
北卡罗来纳州,洲,276132,2020/11/23
北卡罗来纳州,洲,293555,2020/11/24
北卡罗来纳州,洲,293555,2020/11/25
北卡罗来纳州,洲,293555,2020/11/26
北卡罗来纳州,洲,293555,2020/11/27
北卡罗来纳州,洲,293555,2020/11/28
北卡罗来纳州,洲,293555,2020/11/29
北卡罗来纳州,洲,293555,2020/11/30
北卡罗来纳州,洲,315979,2020/12/1
北卡罗来纳州,洲,315979,2020/12/2
北卡罗来纳州,洲,315979,2020/12/3
北卡罗来纳州,洲,315979,2020/12/4
北卡罗来纳州,洲,315979,2020/12/5
北卡罗来纳州,洲,315979,2020/12/6
北卡罗来纳州,洲,315979,2020/12/7
北卡罗来纳州,洲,341041,2020/12/8
北卡罗来纳州,洲,341041,2020/12/9
北卡罗来纳州,洲,341041,2020/12/10
北卡罗来纳州,洲,341041,2020/12/11
北卡罗来纳州,洲,341041,2020/12/12
北卡罗来纳州,洲,341041,2020/12/13
北卡罗来纳州,洲,341041,2020/12/14
北卡罗来纳州,洲,365273,2020/12/15
北卡罗来纳州,洲,365273,2020/12/16
北卡罗来纳州,洲,365273,2020/12/17
北卡罗来纳州,洲,365273,2020/12/18
北卡罗来纳州,洲,365273,2020/12/19
北卡罗来纳州,洲,365273,2020/12/20
北卡罗来纳州,洲,365273,2020/12/21
北卡罗来纳州,洲,403488,2020/12/22
北卡罗来纳州,洲,403488,2020/12/23
北卡罗来纳州,洲,403488,2020/12/24
北卡罗来纳州,洲,403488,2020/12/25
北卡罗来纳州,洲,403488,2020/12/26
北卡罗来纳州,洲,403488,2020/12/27
北卡罗来纳州,洲,403488,2020/12/28
北卡罗来纳州,洲,403488,2020/12/29
北卡罗来纳州,洲,403488,2020/12/30
北卡罗来纳州,洲,403488,2020/12/31
北卡罗来纳州,洲,403488,2021/1/1
北卡罗来纳州,洲,403488,2021/1/2
北卡罗来纳州,洲,403488,2021/1/3
北卡罗来纳州,洲,403488,2021/1/4
北卡罗来纳州,洲,487090,2021/1/5
北卡罗来纳州,洲,487090,2021/1/6
北卡罗来纳州,洲,487090,2021/1/7
北卡罗来纳州,洲,487090,2021/1/8
北卡罗来纳州,洲,487090,2021/1/9
北卡罗来纳州,洲,487090,2021/1/10
北卡罗来纳州,洲,487090,2021/1/11
北卡罗来纳州,洲,521475,2021/1/12
北卡罗来纳州,洲,521475,2021/1/13
北卡罗来纳州,洲,521475,2021/1/14
北卡罗来纳州,洲,521475,2021/1/15
北卡罗来纳州,洲,521475,2021/1/16
北卡罗来纳州,洲,521475,2021/1/17
北卡罗来纳州,洲,521475,2021/1/18
北卡罗来纳州,洲,521475,2021/1/19
北卡罗来纳州,洲,579573,2021/1/20
北卡罗来纳州,洲,579573,2021/1/21
北卡罗来纳州,洲,579573,2021/1/22
北卡罗来纳州,洲,579573,2021/1/23
北卡罗来纳州,洲,579573,2021/1/24
北卡罗来纳州,洲,579573,2021/1/25
北卡罗来纳州,洲,635543,2021/1/26
北卡罗来纳州,洲,635543,2021/1/27
北卡罗来纳州,洲,635543,2021/1/28
北卡罗来纳州,洲,635543,2021/1/29
北卡罗来纳州,洲,635543,2021/1/30
北卡罗来纳州,洲,635543,2021/1/31
北卡罗来纳州,洲,635543,2021/2/1
北卡罗来纳州,洲,683697,2021/2/2
北卡罗来纳州,洲,683697,2021/2/3
北卡罗来纳州,洲,683697,2021/2/4
北卡罗来纳州,洲,683697,2021/2/5
北卡罗来纳州,洲,683697,2021/2/6
北卡罗来纳州,洲,683697,2021/2/7
北卡罗来纳州,洲,683697,2021/2/8
北卡罗来纳州,洲,730454,2021/2/9
北卡罗来纳州,洲,730454,2021/2/10
北卡罗来纳州,洲,730454,2021/2/11
北卡罗来纳州,洲,730454,2021/2/12
北卡罗来纳州,洲,730454,2021/2/13
北卡罗来纳州,洲,730454,2021/2/14
北卡罗来纳州,洲,730454,2021/2/15
北卡罗来纳州,洲,765456,2021/2/16
北卡罗来纳州,洲,765456,2021/2/17
北卡罗来纳州,洲,765456,2021/2/18
北卡罗来纳州,洲,765456,2021/2/19
北卡罗来纳州,洲,765456,2021/2/20
北卡罗来纳州,洲,765456,2021/2/21
北卡罗来纳州,洲,765456,2021/2/22
北卡罗来纳州,洲,795521,2021/2/23
北马里亚纳群岛,洲,9,2020/4/18
北马里亚纳群岛,洲,9,2020/4/19
北马里亚纳群岛,洲,11,2020/4/20
北马里亚纳群岛,洲,11,2020/4/21
北马里亚纳群岛,洲,11,2020/4/22
北马里亚纳群岛,洲,11,2020/4/24
北马里亚纳群岛,洲,11,2020/4/25
北马里亚纳群岛,洲,11,2020/4/26
北马里亚纳群岛,洲,11,2020/4/27
北马里亚纳群岛,洲,11,2020/4/28
北马里亚纳群岛,洲,12,2020/4/29
北马里亚纳群岛,洲,12,2020/4/30
北马里亚纳群岛,洲,12,2020/5/1
北马里亚纳群岛,洲,12,2020/5/2
北马里亚纳群岛,洲,12,2020/5/3
北马里亚纳群岛,洲,12,2020/5/4
北马里亚纳群岛,洲,12,2020/5/5
北马里亚纳群岛,洲,12,2020/5/6
北马里亚纳群岛,洲,12,2020/5/7
北马里亚纳群岛,洲,12,2020/5/8
北马里亚纳群岛,洲,12,2020/5/9
北马里亚纳群岛,洲,12,2020/5/10
北马里亚纳群岛,洲,12,2020/5/11
北马里亚纳群岛,洲,12,2020/5/12
北马里亚纳群岛,洲,12,2020/5/13
北马里亚纳群岛,洲,12,2020/5/14
北马里亚纳群岛,洲,12,2020/5/15
北马里亚纳群岛,洲,12,2020/5/16
北马里亚纳群岛,洲,12,2020/5/17
北马里亚纳群岛,洲,12,2020/5/18
北马里亚纳群岛,洲,12,2020/5/19
北马里亚纳群岛,洲,13,2020/5/20
北马里亚纳群岛,洲,13,2020/5/21
北马里亚纳群岛,洲,13,2020/5/22
北马里亚纳群岛,洲,13,2020/5/23
北马里亚纳群岛,洲,13,2020/5/24
北马里亚纳群岛,洲,13,2020/5/25
北马里亚纳群岛,洲,13,2020/5/26
北马里亚纳群岛,洲,13,2020/5/27
北马里亚纳群岛,洲,13,2020/5/28
北马里亚纳群岛,洲,13,2020/5/29
